"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L";"Category";"Restricted-Category";"Summary";"Language"
"0312143370";"The Florence King Reader";"Florence King";"1996";"St. Martin's Press";"http://images.amazon.com/images/P/0312143370.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312143370.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312143370.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"GIFT LOCAL 11-15-2002 $13.95.";"en"
"0316666343";"The Lovely Bones: A Novel";"Alice Sebold";"2002";"Little, Brown";"http://images.amazon.com/images/P/0316666343.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"039456894X";"Impossible Vacation";"Spalding Gray";"1992";"Random House Inc";"http://images.amazon.com/images/P/039456894X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/039456894X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/039456894X.01.LZZZZZZZ.jpg";"['Self-perception']";"['Miscellaneous 10']";"Racked with guilt over his mother&#39;s suicide, Brewster North
wanders aimlessly, from New York&#39;s East Village to the Bhagwan
Rahneesh&#39;s sex commune in India, to Provincetown, to Santa Cruz.";"en"
"0440224675";"Hannibal";"Thomas Harris";"2000";"Dell Publishing Company";"http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Reissue. THE MOVIE EVENT OF THE YEAR. THE MOST TALKED ABOUT NOVEL OF
THE DECADE. You remember Hannibal Lecter: gentleman, genius, cannibal.";"en"
"0449002632";"London : The Novel";"EDWARD RUTHERFURD";"1998";"Fawcett";"http://images.amazon.com/images/P/0449002632.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449002632.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449002632.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The triumphs and failures of seven individual family clans span the
history of a city from the third-century Roman occupation of Londinium
through such eras as the Norman conquest and the Elizabethan period";"en"
"0449213773";"Life Before Man";"Margaret Atwood";"1990";"Fawcett Books";"http://images.amazon.com/images/P/0449213773.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449213773.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449213773.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"An exploration of contemporary concerns--love, exploitation, survival,
sex roles, personal power--centers on the inner lives and
relationships of an attractive, independent woman, her ineffectual
husband, and his passive, easily manipulated ...";"en"
"0452279690";"Cavedweller";"Dorothy Allison";"1999";"Plume Books";"http://images.amazon.com/images/P/0452279690.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0452279690.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0452279690.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Four women whose lives converge unexpectedly are forced to come to
terms not only with their past, but also their future";"en"
"0553569058";"The Robber Bride";"Margaret Atwood";"1995";"Bantam";"http://images.amazon.com/images/P/0553569058.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553569058.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Remembering their painful experiences of the past in which they were
each manipulated and betrayed by the same woman, Roz, Charis, and Tony
are relieved at Zenia&#39;s funeral, and are shocked when Zenia turns
up alive and well.";"en"
"0679427430";"Wouldn't Take Nothing for My Journey Now";"MAYA ANGELOU";"1993";"Random House";"http://images.amazon.com/images/P/0679427430.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679427430.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679427430.01.LZZZZZZZ.jpg";"['Literary Collections']";"['Literary Collections']";"Wisdom from a remarkable woman of many talents--a writer who captured
America&#39;s heart on Inauguration Day.";"en"
"0679725393";"The House of Mirth (Library of America)";"Edith Wharton";"1990";"Vintage Books USA";"http://images.amazon.com/images/P/0679725393.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679725393.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679725393.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"0802114369";"Ohitika Woman";"Mary Brave Bird";"1993";"Pub Group West";"http://images.amazon.com/images/P/0802114369.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0802114369.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0802114369.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"Confronting the contrasts, agonies, and triumphs of her life, a Sioux
activist relates her story, detailing the powerful history of her
people as it mixes with her own troubled life";"en"
"0803233019";"Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux";"John G. Neihardt";"1988";"University of Nebraska Press";"http://images.amazon.com/images/P/0803233019.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0803233019.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0803233019.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"A Sioux holy man recalls his life and visions up to the time of the
slaughter at Wounded Knee The most important aspect of this book is
upon the contemporary generation of young Indians who have been
aggressively searching for roots of ...";"en"
"0819154946";"The Community in America";"Roland Warren";"1987";"University Press of America";"http://images.amazon.com/images/P/0819154946.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0819154946.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0819154946.01.LZZZZZZZ.jpg";"['Social Science']";"['Social Science']";"To find more information about Rowman and Littlefield titles, please
visit www.rowmanlittlefield.com.";"en"
"0897322339";"The Best in Tent Camping: Smoky Mountains : A Guide for Campers Who Hate Rvs, Concrete Slabs, and Loud Portable Stereos (Best in Tent Camping Colorado)";"Johnny Molloy";"1997";"Globe Pequot Pr";"http://images.amazon.com/images/P/0897322339.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0897322339.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0897322339.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"0940322978";"Mawrdew Czgowchwz (New York Review Books Classics)";"James McCourt";"2002";"New York Review of Books";"http://images.amazon.com/images/P/0940322978.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0940322978.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0940322978.01.LZZZZZZZ.jpg";"";"['Miscellaneous 2']";"";""
"1573225126";"Prozac Nation: Young and Depressed in America : A Memoir";"Elizabeth Wurtzel";"1997";"Riverhead Books";"http://images.amazon.com/images/P/1573225126.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1573225126.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"A memoir of sex, drugs, and depression indicts an overmedicated
America as it chronicles the fortunes of a Harvard educated child of
divorce who lived in the fast lane as a music critic, always fighting
her chronic depression";"en"
"1579651658";"The Journey From Here";"Bill Bradley";"2000";"Artisan Publishers";"http://images.amazon.com/images/P/1579651658.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1579651658.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1579651658.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"The Journey from Here is a call to each of us to be our best, from a
public servant at his best: informed, thoughtful, candid, unwavering
in his quest to &quot;build consensus and advance our collective
humanity a few inches.&quot;";"en"
"1878424319";"The Four Agreements: A Practical Guide to Personal Freedom";"Don Miguel Ruiz";"1997";"Amber-Allen Publishing";"http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg";"['Self-Help']";"['Self-Help']";"Identifies four self-limiting beliefs that impede one&#39;s experience
of freedom, true happiness, and love.";"en"
"8427007450";"Desaparecido: LA Autentica Historia De LA Ejecucion De Charles Horman";"Thomas Hauser";"1982";"Lectorum Pubns (J)";"http://images.amazon.com/images/P/8427007450.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8427007450.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8427007450.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"8474103347";"Espurnes de sang (La Negra)";"Antoni Serra";"1987";"Edicions de la Magrana";"http://images.amazon.com/images/P/8474103347.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8474103347.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8474103347.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"8478098267";"El dia que es va cremar el Liceu (La primera Columna)";"Joan Agut";"1995";"Columna";"http://images.amazon.com/images/P/8478098267.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8478098267.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8478098267.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"8478884963";"Una casa en Irlanda";"Maeve Binchy";"1999";"Salamandra";"http://images.amazon.com/images/P/8478884963.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8478884963.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8478884963.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0600586898";"Blur (Melody Maker)";"Paul Lester";"1995";"Hal Leonard Corp";"http://images.amazon.com/images/P/0600586898.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0600586898.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0600586898.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"1853260622";"War and Peace (Wordsworth Classics)";"Leo Tolstoy";"1997";"NTC/Contemporary Publishing Company";"http://images.amazon.com/images/P/1853260622.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1853260622.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1853260622.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"This epic novel is centred on Napoleon&#39;s war with Russia. It
expresses Tolstoy&#39;s view that history is an inexorable process
which man cannot influence.";"en"
"1857938011";"A-Z of Behaving Badly";"Simon Nye";"1996";"Trafalgar Square";"http://images.amazon.com/images/P/1857938011.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1857938011.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1857938011.01.LZZZZZZZ.jpg";"";"['Miscellaneous 7']";"";""
"0060804157";"He Understanding Masculine Psychology";"Robert A Johnson";"1977";"Harpercollins Publisher";"http://images.amazon.com/images/P/0060804157.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060804157.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060804157.01.LZZZZZZZ.jpg";"['Arthurian romances']";"['Miscellaneous 8']";"And what of the feminine components of a man&#39;s personality? Robert
A. Johnson explores these questions in this new edition of He, updated
to reflect his thinking on these subjects. Book jacket.";"en"
"8466601090";"Las DOS Muertes De Gardel (Ficcionario)";"Horacio Vazquez-Rial";"2002";"Ediciones B";"http://images.amazon.com/images/P/8466601090.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/8466601090.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/8466601090.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Su autentico padre, para empezar, era un coronel uruguayo que en el
fondo de su origen se ocultabauna historia espeluznante de violacion,
estupro e incesto.Gardel, o mejor dicho, el Gardel que creemos
conocer, no es mas que una invencion: ...";"es"
"0140382658";"You Can Surf the Net: Your Guide to the World of the Internet";"Marc Gascoigne";"1996";"Puffin Books";"http://images.amazon.com/images/P/0140382658.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0140382658.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0140382658.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0152012966";"I Want to Be...a Veterinarian (I Want to Be... Series)";"Stephanie Maze";"1997";"Harcourt";"http://images.amazon.com/images/P/0152012966.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152012966.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152012966.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Provides an overview of what is involved in veterinary medicine and
related fields.";"en"
"0312283784";"Alice's Tulips";"Sandra Dallas";"2001";"St. Martin's Griffin";"http://images.amazon.com/images/P/0312283784.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312283784.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312283784.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"An evocation of the day-to-day life of women in the Civil War era
follows Alice, whose husband has left their Iowa farm for the war, as
she copes with the farm life and lives normally, until suddenly being
accused of murder. Reprint.";"en"
"0345297709";"Centaur Aisle";"Piers Anthony";"1982";"Ballantine Books";"http://images.amazon.com/images/P/0345297709.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345297709.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345297709.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0345313097";"Crewel Lye";"Piers Anthony";"1985";"Ballantine Books";"http://images.amazon.com/images/P/0345313097.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345313097.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345313097.01.LZZZZZZZ.jpg";"['Fantasy fiction']";"['Fantasy fiction']";"Jordan had a talent for recovering from almost any injury if enough of
his body could be assembled to grow together, but this time he was
dead and his bones were scattered.";"en"
"0345335465";"Dragonflight (Dragonriders of Pern Trilogy (Paperback))";"Anne McCaffrey";"1991";"Del Rey Books";"http://images.amazon.com/images/P/0345335465.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345335465.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345335465.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"At a time when the number of Dragonriders has fallen too low for
safety and only one Weyr trains the creatures and their riders, the
Red Star approaches Pern, threatening the planet with disaster.";"en"
"0345416848";"Last Sword of Power (Stones of Power)";"David Gemmell";"1997";"Del Rey Books";"http://images.amazon.com/images/P/0345416848.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345416848.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345416848.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
"0385333404";"Dating Big Bird";"Laura Zigman";"2000";"Dial Books";"http://images.amazon.com/images/P/0385333404.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385333404.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385333404.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Thirty-five-year-old careerwoman Ellen Green wants a child, but her
boyfriend Malcolm doesn&#39;t, so she is forced to consider the option
of single motherhood, in a new novel by the best-selling author of
Animal Husbandry.";"en"
"044021145X";"The Firm";"John Grisham";"1992";"Bantam Dell Publishing Group";"http://images.amazon.com/images/P/044021145X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044021145X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044021145X.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"0449212084";"Murder at the Kennedy Center (Capital Crime Mysteries)";"Margaret Truman";"1990";"Fawcett Books";"http://images.amazon.com/images/P/0449212084.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449212084.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449212084.01.LZZZZZZZ.jpg";"";"['Miscellaneous 9']";"";""
"0553582682";"Guinness World Records 2000 (Guinness Book of Records, 2000)";"Nic Kynaston";"2000";"Bantam Books";"http://images.amazon.com/images/P/0553582682.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553582682.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553582682.01.LZZZZZZZ.jpg";"";"['Miscellaneous 10']";"";""
"0590947257";"Forever Amber Brown (Amber Brown (Paperback))";"Paula Danziger";"1997";"Jump at the Sun";"http://images.amazon.com/images/P/0590947257.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590947257.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590947257.01.LZZZZZZZ.jpg";"['Juvenile Fiction']";"['Juvenile Fiction']";"Amber&#39;s life has changed dramatically--her parents are divorced,
her father lives in France, her best friend has moved to another
state, and now her mother must decide whether to remarry.";"en"
"074345829X";"Philip Jose Farmer's The Dungeon";"Richard A. Lupoff";"2003";"I Books";"http://images.amazon.com/images/P/074345829X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/074345829X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/074345829X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Finding himself on a vast prison planet on which his twin brother is
trapped, Clive Foliott encounters an array of adversarial dwarves,
cyborgs, and aliens from different parts of time and space. Original.";"en"
"0786913878";"Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms)";"Carrie Bebris";"2001";"Wizards of the Coast";"http://images.amazon.com/images/P/0786913878.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786913878.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786913878.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A malevolent pool.";"en"
"0801491827";"Feminism and Suffrage: The Emergence of an Independent Women's Movement in America, 1848-1869";"Ellen Carol Dubois";"1980";"Cornell University Press";"http://images.amazon.com/images/P/0801491827.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0801491827.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0801491827.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
